customer_id,member_tier,transaction_date,partner_name,category,transaction_amount,base_points_issued,bonus_points_issued,total_cost_to_partner
EDR_101263,Base,2024-05-17,Partner X,Apparel,187.03,187,748,5.61
EDR_100132,Base,2023-09-20,Partner X,Home,119.3,119,0,0.714
EDR_100865,Silver,2023-08-12,Partner X,Home,110.73,110,0,0.66
EDR_101982,Base,2024-04-13,Partner Y,Fuel,87.3,87,0,0.522
EDR_101554,Base,2023-06-12,Partner Y,Fuel,74.94,74,200,1.644
EDR_101077,Silver,2023-09-30,Partner Y,Fuel,96.13,96,0,0.576
EDR_101741,Silver,2024-04-09,Partner Y,Fuel,80.08,80,0,0.48
EDR_100631,Gold,2023-07-09,Partner X,Apparel,28.07,28,0,0.168
EDR_101203,Base,2023-06-26,Partner Y,Fuel,66.14,66,0,0.396
EDR_101450,Base,2024-02-26,Partner X,Electronics,229.95,229,0,1.374
EDR_101781,Gold,2023-09-23,Partner X,Electronics,5.0,5,0,0.03
EDR_101457,Silver,2024-05-20,Partner Y,Fuel,83.39,83,0,0.498
EDR_100917,Gold,2023-11-19,Partner X,Apparel,93.8,93,0,0.558
EDR_101880,Silver,2023-08-19,Partner X,Apparel,155.66,155,0,0.93
EDR_100884,Silver,2024-01-28,Partner X,Electronics,234.27,234,0,1.404
EDR_101651,Base,2023-10-24,Partner Y,Fuel,70.29,70,0,0.42
EDR_100940,Base,2023-12-04,Partner Y,Fuel,114.61,114,200,1.884
EDR_101434,Base,2024-01-28,Partner X,Apparel,83.25,83,0,0.498
EDR_101100,Base,2023-12-13,Partner Y,Fuel,90.55,90,200,1.74
EDR_100558,Silver,2024-02-05,Partner Y,Fuel,93.04,93,200,1.758
EDR_101984,Base,2024-02-10,Partner Y,Fuel,108.61,108,0,0.648
EDR_101606,Base,2023-06-25,Partner X,Home,145.71,145,0,0.87
EDR_101207,Base,2023-06-05,Partner Y,Fuel,102.3,102,0,0.612
EDR_100673,Silver,2023-12-14,Partner Y,Fuel,54.8,54,0,0.324
EDR_101693,Base,2024-04-25,Partner Y,Fuel,78.66,78,0,0.468
EDR_100872,Silver,2024-03-16,Partner X,Electronics,123.73,123,0,0.738
EDR_101220,Gold,2023-11-13,Partner X,Apparel,134.58,134,536,4.02
EDR_101130,Silver,2024-04-14,Partner X,Home,28.63,28,0,0.168
EDR_100935,Base,2023-10-25,Partner X,Electronics,105.74,105,0,0.63
EDR_101588,Base,2024-02-10,Partner Y,Fuel,81.39,81,0,0.486
EDR_101702,Base,2023-06-13,Partner Y,Fuel,81.99,81,200,1.686
EDR_100032,Base,2023-10-02,Partner X,Home,141.47,141,564,4.23
EDR_101730,Base,2023-08-16,Partner X,Apparel,73.55,73,0,0.438
EDR_101275,Base,2024-01-08,Partner X,Apparel,91.88,91,0,0.546
EDR_100645,Gold,2023-11-19,Partner Y,Fuel,124.43,124,200,1.944
EDR_101226,Base,2023-09-21,Partner Y,Fuel,54.74,54,200,1.524
EDR_101082,Base,2023-11-26,Partner X,Apparel,239.49,239,0,1.434
EDR_100437,Gold,2023-07-25,Partner Y,Fuel,67.82,67,0,0.402
EDR_100503,Gold,2023-06-12,Partner Y,Fuel,106.39,106,0,0.636
EDR_100271,Gold,2024-02-20,Partner X,Home,98.44,98,0,0.588
EDR_100158,Base,2023-10-28,Partner X,Apparel,95.34,95,0,0.57
EDR_100511,Base,2023-08-01,Partner Y,Fuel,87.15,87,0,0.522
EDR_101366,Silver,2024-03-31,Partner X,Home,86.72,86,344,2.58
EDR_100740,Base,2024-03-05,Partner Y,Fuel,38.74,38,0,0.228
EDR_100985,Base,2024-03-07,Partner Y,Fuel,117.49,117,0,0.702
EDR_100813,Gold,2024-03-24,Partner X,Home,118.28,118,472,3.54
EDR_101460,Base,2023-08-23,Partner X,Electronics,193.1,193,0,1.158
EDR_101248,Gold,2024-01-19,Partner X,Home,97.62,97,388,2.91
EDR_101316,Silver,2024-01-02,Partner X,Apparel,182.06,182,0,1.092
EDR_100358,Gold,2024-04-14,Partner X,Home,80.1,80,0,0.48
EDR_100979,Silver,2023-08-29,Partner Y,Fuel,115.27,115,0,0.69
EDR_100160,Base,2023-06-22,Partner X,Home,149.65,149,0,0.894
EDR_101280,Silver,2024-01-25,Partner X,Home,100.53,100,400,3.0
EDR_100736,Base,2023-08-09,Partner Y,Fuel,37.32,37,200,1.422
EDR_101029,Gold,2024-02-03,Partner Y,Fuel,91.45,91,200,1.746
EDR_100513,Gold,2023-10-04,Partner Y,Fuel,103.25,103,0,0.618
EDR_100120,Gold,2023-09-01,Partner Y,Fuel,55.97,55,0,0.33
EDR_101623,Gold,2024-01-07,Partner Y,Fuel,64.7,64,0,0.384
EDR_101743,Base,2023-08-10,Partner Y,Fuel,76.08,76,0,0.456
EDR_100826,Base,2023-07-20,Partner X,Apparel,228.91,228,0,1.368
EDR_101779,Gold,2024-04-07,Partner Y,Fuel,38.19,38,0,0.228
EDR_101006,Silver,2024-03-11,Partner Y,Fuel,87.39,87,0,0.522
EDR_101305,Gold,2023-11-09,Partner Y,Fuel,101.8,101,200,1.806
EDR_100492,Base,2023-10-11,Partner X,Home,50.07,50,0,0.3
EDR_100073,Gold,2024-01-06,Partner Y,Fuel,59.51,59,0,0.354
EDR_101125,Silver,2023-09-09,Partner X,Apparel,117.27,117,0,0.702
EDR_100936,Base,2023-07-24,Partner X,Home,5.0,5,20,0.15
EDR_100876,Silver,2023-12-29,Partner X,Home,148.38,148,0,0.888
EDR_100147,Silver,2024-01-29,Partner X,Electronics,138.02,138,0,0.828
EDR_101993,Base,2024-05-16,Partner X,Home,218.63,218,0,1.308
EDR_101459,Silver,2024-01-05,Partner X,Home,118.84,118,0,0.708
EDR_100528,Base,2024-03-26,Partner Y,Fuel,51.64,51,0,0.306
EDR_101808,Base,2023-10-02,Partner X,Electronics,38.24,38,0,0.228
EDR_100740,Base,2023-10-20,Partner Y,Fuel,61.56,61,0,0.366
EDR_100943,Gold,2023-06-24,Partner Y,Fuel,102.76,102,0,0.612
EDR_101319,Base,2023-07-24,Partner Y,Fuel,92.49,92,0,0.552
EDR_100418,Silver,2024-05-24,Partner Y,Fuel,92.78,92,0,0.552
EDR_101913,Base,2024-03-20,Partner X,Home,189.88,189,756,5.67
EDR_101129,Base,2024-03-05,Partner Y,Fuel,77.4,77,0,0.462
EDR_100324,Gold,2023-10-28,Partner X,Home,123.77,123,0,0.738
EDR_101131,Base,2023-12-11,Partner Y,Fuel,42.91,42,0,0.252
EDR_101803,Base,2024-03-30,Partner Y,Fuel,100.32,100,200,1.8
EDR_101091,Silver,2023-12-16,Partner X,Apparel,155.43,155,0,0.93
EDR_100926,Base,2024-03-30,Partner Y,Fuel,87.2,87,200,1.722
EDR_101520,Base,2024-01-28,Partner Y,Fuel,88.46,88,200,1.728
EDR_100468,Base,2024-02-20,Partner Y,Fuel,78.88,78,200,1.668
EDR_101064,Base,2023-11-09,Partner Y,Fuel,113.83,113,0,0.678
EDR_101684,Base,2024-03-20,Partner X,Electronics,48.97,48,0,0.288
EDR_101200,Silver,2023-11-26,Partner X,Apparel,165.56,165,0,0.99
EDR_101604,Base,2023-10-26,Partner X,Electronics,102.54,102,0,0.612
EDR_100717,Gold,2023-06-28,Partner Y,Fuel,61.58,61,0,0.366
EDR_101073,Base,2023-09-30,Partner X,Apparel,221.88,221,0,1.326
EDR_100989,Gold,2023-12-25,Partner Y,Fuel,55.07,55,0,0.33
EDR_100159,Silver,2023-08-28,Partner X,Home,130.95,130,0,0.78
EDR_101129,Base,2023-06-09,Partner X,Electronics,48.99,48,0,0.288
EDR_100526,Base,2024-01-02,Partner X,Home,136.24,136,0,0.816
EDR_101617,Silver,2024-04-07,Partner Y,Fuel,59.63,59,0,0.354
EDR_101258,Base,2023-08-26,Partner X,Home,86.09,86,0,0.516
EDR_100782,Base,2023-08-04,Partner Y,Fuel,83.0,83,200,1.698
EDR_101654,Base,2023-12-02,Partner Y,Fuel,57.5,57,0,0.342
EDR_100197,Gold,2023-12-15,Partner Y,Fuel,112.65,112,0,0.672
EDR_101987,Base,2023-11-15,Partner Y,Fuel,104.7,104,200,1.824
EDR_100854,Base,2023-10-06,Partner X,Apparel,108.28,108,0,0.648
EDR_100919,Base,2024-01-24,Partner Y,Fuel,53.78,53,0,0.318
EDR_101593,Base,2024-03-27,Partner Y,Fuel,75.93,75,0,0.45
EDR_101107,Silver,2024-03-11,Partner Y,Fuel,72.43,72,200,1.632
EDR_101404,Silver,2024-02-09,Partner Y,Fuel,62.69,62,0,0.372
EDR_100226,Gold,2024-03-09,Partner X,Electronics,60.56,60,0,0.36
EDR_101764,Base,2024-03-22,Partner X,Electronics,167.33,167,0,1.002
EDR_101606,Base,2024-04-18,Partner Y,Fuel,98.92,98,0,0.588
EDR_100112,Gold,2024-04-10,Partner X,Apparel,154.67,154,616,4.62
EDR_100676,Base,2024-01-13,Partner Y,Fuel,33.45,33,0,0.198
EDR_100622,Base,2023-06-30,Partner X,Home,159.3,159,0,0.954
EDR_101006,Silver,2023-09-07,Partner X,Home,220.69,220,0,1.32
EDR_100201,Base,2023-07-28,Partner Y,Fuel,93.95,93,0,0.558
EDR_100732,Silver,2023-10-09,Partner Y,Fuel,79.61,79,0,0.474
EDR_100498,Gold,2024-03-29,Partner Y,Fuel,64.62,64,200,1.584
EDR_101742,Silver,2024-01-11,Partner X,Home,125.39,125,0,0.75
EDR_101601,Base,2024-06-01,Partner X,Home,95.2,95,0,0.57
EDR_101668,Base,2024-02-26,Partner X,Home,187.0,187,0,1.122
EDR_101767,Base,2023-09-11,Partner Y,Fuel,97.54,97,0,0.582
EDR_101349,Base,2024-01-17,Partner Y,Fuel,72.1,72,200,1.632
EDR_100186,Gold,2023-10-24,Partner X,Home,88.06,88,0,0.528
EDR_101246,Base,2024-03-27,Partner Y,Fuel,96.01,96,0,0.576
EDR_101585,Base,2024-03-28,Partner X,Home,144.29,144,0,0.864
EDR_100451,Silver,2023-12-12,Partner Y,Fuel,52.31,52,200,1.512
EDR_100687,Base,2024-03-05,Partner Y,Fuel,90.81,90,0,0.54
EDR_101169,Base,2024-03-08,Partner X,Home,51.33,51,0,0.306
EDR_100319,Base,2024-05-25,Partner X,Apparel,93.0,93,0,0.558
EDR_101123,Gold,2024-01-13,Partner Y,Fuel,72.25,72,200,1.632
EDR_100121,Gold,2024-02-21,Partner X,Apparel,218.09,218,0,1.308
EDR_101927,Base,2023-08-08,Partner X,Home,112.8,112,0,0.672
EDR_101939,Base,2024-04-27,Partner X,Apparel,135.55,135,0,0.81
EDR_100412,Gold,2023-08-25,Partner X,Electronics,121.48,121,484,3.63
EDR_100602,Base,2024-02-25,Partner X,Home,87.94,87,0,0.522
EDR_100578,Base,2023-10-14,Partner X,Home,5.0,5,0,0.03
EDR_100005,Base,2023-11-09,Partner X,Apparel,70.0,70,0,0.42
EDR_100055,Gold,2024-03-24,Partner X,Electronics,230.08,230,0,1.38
EDR_101650,Base,2024-02-06,Partner Y,Fuel,91.37,91,0,0.546
EDR_101984,Base,2024-02-02,Partner X,Electronics,104.83,104,0,0.624
EDR_100553,Silver,2023-07-26,Partner Y,Fuel,57.0,57,200,1.542
EDR_100019,Base,2024-04-20,Partner X,Apparel,136.27,136,0,0.816
EDR_101936,Base,2024-01-28,Partner Y,Fuel,99.91,99,200,1.794
EDR_100860,Silver,2024-05-06,Partner Y,Fuel,78.1,78,0,0.468
EDR_101991,Base,2023-11-13,Partner Y,Fuel,58.58,58,0,0.348
EDR_100400,Base,2024-04-04,Partner X,Home,60.84,60,0,0.36
EDR_101923,Base,2023-11-04,Partner X,Electronics,180.38,180,0,1.08
EDR_101437,Silver,2024-01-01,Partner Y,Fuel,125.08,125,0,0.75
EDR_101830,Gold,2023-12-17,Partner Y,Fuel,88.69,88,0,0.528
EDR_100047,Silver,2023-07-09,Partner Y,Fuel,64.17,64,0,0.384
EDR_101225,Silver,2023-11-22,Partner Y,Fuel,51.85,51,0,0.306
EDR_100669,Base,2023-07-29,Partner Y,Fuel,75.12,75,200,1.65
EDR_101198,Silver,2024-02-13,Partner X,Electronics,150.09,150,600,4.5
EDR_100600,Base,2023-07-15,Partner X,Home,175.49,175,0,1.05
EDR_101986,Silver,2024-03-29,Partner X,Apparel,94.78,94,0,0.564
EDR_100159,Silver,2024-04-15,Partner X,Electronics,124.04,124,496,3.72
EDR_101093,Silver,2023-08-11,Partner X,Home,124.07,124,0,0.744
EDR_101414,Silver,2023-07-15,Partner X,Apparel,121.17,121,0,0.726
EDR_100202,Base,2023-10-06,Partner Y,Fuel,65.15,65,0,0.39
EDR_100743,Silver,2024-01-04,Partner X,Electronics,191.99,191,0,1.146
EDR_101183,Gold,2024-02-22,Partner X,Home,102.37,102,408,3.06
EDR_100993,Silver,2024-03-24,Partner Y,Fuel,63.23,63,0,0.378
EDR_100451,Silver,2023-10-16,Partner Y,Fuel,131.34,131,0,0.786
EDR_101132,Base,2023-09-20,Partner X,Electronics,237.76,237,0,1.422
EDR_101855,Base,2024-05-12,Partner Y,Fuel,122.77,122,0,0.732
EDR_101567,Base,2024-03-23,Partner X,Home,128.86,128,0,0.768
EDR_100634,Base,2024-02-05,Partner X,Home,274.99,274,0,1.644
EDR_101729,Silver,2024-02-24,Partner X,Home,169.82,169,0,1.014
EDR_101517,Gold,2024-04-11,Partner Y,Fuel,47.49,47,0,0.282
EDR_101839,Base,2023-07-06,Partner X,Electronics,135.9,135,540,4.05
EDR_101318,Base,2024-03-06,Partner Y,Fuel,102.24,102,200,1.812
EDR_101425,Gold,2023-08-11,Partner Y,Fuel,79.59,79,200,1.674
EDR_100004,Base,2024-02-18,Partner X,Apparel,27.25,27,0,0.162
EDR_101194,Base,2024-02-17,Partner X,Apparel,127.79,127,0,0.762
EDR_101957,Base,2024-04-16,Partner X,Apparel,234.43,234,0,1.404
EDR_101643,Silver,2024-03-29,Partner Y,Fuel,53.68,53,0,0.318
EDR_101269,Base,2023-08-25,Partner X,Electronics,220.0,220,880,6.6
EDR_100711,Silver,2023-11-08,Partner X,Apparel,45.29,45,0,0.27
EDR_101782,Base,2023-08-03,Partner X,Apparel,232.1,232,928,6.96
EDR_101158,Gold,2023-08-14,Partner X,Home,124.91,124,0,0.744
EDR_100281,Base,2024-01-30,Partner Y,Fuel,48.71,48,0,0.288
EDR_100950,Silver,2023-11-21,Partner X,Apparel,55.17,55,0,0.33
EDR_100120,Gold,2024-05-05,Partner X,Apparel,70.66,70,0,0.42
EDR_101834,Gold,2023-08-31,Partner X,Apparel,85.73,85,340,2.55
EDR_100642,Base,2023-12-20,Partner Y,Fuel,120.86,120,200,1.92
EDR_100746,Base,2023-09-05,Partner X,Apparel,76.18,76,0,0.456
EDR_101083,Gold,2024-01-07,Partner Y,Fuel,64.32,64,200,1.584
EDR_100944,Base,2023-06-10,Partner Y,Fuel,85.1,85,0,0.51
EDR_100052,Gold,2023-12-08,Partner Y,Fuel,124.55,124,200,1.944
EDR_101472,Gold,2024-03-11,Partner X,Electronics,99.46,99,0,0.594
EDR_100932,Gold,2024-01-11,Partner Y,Fuel,57.17,57,0,0.342
EDR_100762,Base,2023-09-03,Partner Y,Fuel,95.96,95,200,1.77
EDR_100940,Base,2024-02-15,Partner X,Apparel,149.15,149,0,0.894
EDR_101437,Silver,2023-11-26,Partner Y,Fuel,66.08,66,0,0.396
EDR_101719,Base,2024-04-17,Partner X,Home,152.43,152,0,0.912
EDR_101040,Silver,2023-06-20,Partner Y,Fuel,58.76,58,0,0.348
EDR_101764,Base,2023-11-28,Partner Y,Fuel,156.68,156,200,2.136
EDR_100259,Base,2023-12-06,Partner X,Apparel,142.73,142,0,0.852
EDR_101946,Base,2023-12-17,Partner Y,Fuel,70.39,70,0,0.42
EDR_101857,Base,2023-12-03,Partner X,Electronics,177.8,177,0,1.062
EDR_100928,Silver,2024-04-29,Partner Y,Fuel,91.03,91,0,0.546
EDR_101365,Base,2024-03-17,Partner X,Electronics,97.29,97,0,0.582
EDR_101408,Silver,2024-05-09,Partner X,Electronics,99.46,99,0,0.594
EDR_100434,Base,2023-08-25,Partner Y,Fuel,21.53,21,0,0.126
EDR_100279,Silver,2023-07-08,Partner Y,Fuel,135.61,135,0,0.81
EDR_101550,Gold,2023-12-03,Partner Y,Fuel,22.65,22,0,0.132
EDR_101446,Silver,2024-03-26,Partner Y,Fuel,102.28,102,0,0.612
EDR_101788,Base,2024-03-14,Partner Y,Fuel,58.11,58,0,0.348
EDR_100958,Base,2023-08-19,Partner X,Apparel,161.63,161,0,0.966
EDR_101737,Base,2023-11-17,Partner Y,Fuel,66.52,66,0,0.396
EDR_101396,Base,2023-07-05,Partner X,Apparel,132.3,132,0,0.792
EDR_100768,Base,2024-01-20,Partner X,Electronics,138.61,138,552,4.14
EDR_100547,Silver,2023-12-19,Partner X,Home,187.39,187,748,5.61
EDR_100069,Gold,2024-04-25,Partner X,Home,128.18,128,0,0.768
EDR_101432,Base,2023-12-17,Partner X,Home,79.42,79,0,0.474
EDR_101580,Base,2023-11-03,Partner Y,Fuel,22.08,22,200,1.332
EDR_100208,Base,2024-02-19,Partner Y,Fuel,75.63,75,0,0.45
EDR_101258,Base,2023-08-03,Partner Y,Fuel,113.12,113,200,1.878
EDR_101501,Base,2023-10-01,Partner X,Home,106.33,106,424,3.18
EDR_101148,Gold,2023-12-30,Partner Y,Fuel,77.79,77,0,0.462
EDR_100645,Gold,2023-08-12,Partner Y,Fuel,101.02,101,0,0.606
EDR_101538,Base,2023-12-03,Partner Y,Fuel,109.3,109,0,0.654
EDR_101488,Base,2023-08-21,Partner Y,Fuel,98.85,98,0,0.588
EDR_101211,Base,2023-09-18,Partner Y,Fuel,66.0,66,0,0.396
EDR_101296,Base,2024-02-25,Partner X,Electronics,229.68,229,0,1.374
EDR_101951,Base,2024-03-09,Partner X,Electronics,98.61,98,0,0.588
EDR_100349,Silver,2024-05-09,Partner X,Apparel,109.47,109,0,0.654
EDR_100412,Gold,2023-06-11,Partner X,Apparel,5.0,5,0,0.03
EDR_100724,Silver,2023-07-26,Partner Y,Fuel,74.13,74,0,0.444
EDR_101397,Base,2024-01-03,Partner Y,Fuel,60.02,60,200,1.56
EDR_101339,Base,2024-01-28,Partner Y,Fuel,96.08,96,0,0.576
EDR_101094,Base,2023-10-03,Partner X,Apparel,29.06,29,0,0.174
EDR_100357,Silver,2023-11-12,Partner X,Home,200.38,200,800,6.0
EDR_100921,Base,2023-11-24,Partner X,Apparel,189.22,189,0,1.134
EDR_101017,Silver,2024-03-18,Partner X,Apparel,181.72,181,0,1.086
EDR_100945,Base,2023-06-27,Partner Y,Fuel,75.35,75,0,0.45
EDR_100009,Silver,2023-11-20,Partner Y,Fuel,53.24,53,200,1.518
EDR_101225,Silver,2023-12-24,Partner X,Electronics,140.27,140,0,0.84
EDR_101590,Silver,2023-10-07,Partner X,Apparel,77.99,77,0,0.462
EDR_101894,Silver,2023-09-21,Partner Y,Fuel,117.94,117,0,0.702
EDR_100474,Silver,2024-04-18,Partner Y,Fuel,96.22,96,0,0.576
EDR_101233,Base,2024-05-25,Partner Y,Fuel,92.73,92,0,0.552
EDR_100409,Base,2023-10-01,Partner Y,Fuel,105.26,105,0,0.63
EDR_101813,Base,2023-11-24,Partner X,Electronics,109.57,109,0,0.654
EDR_100397,Base,2023-08-26,Partner X,Electronics,165.64,165,0,0.99
EDR_100787,Base,2024-03-30,Partner Y,Fuel,85.46,85,200,1.71
EDR_100868,Gold,2024-01-15,Partner Y,Fuel,50.67,50,200,1.5
EDR_101742,Silver,2023-12-07,Partner X,Apparel,159.59,159,0,0.954
EDR_100078,Base,2023-07-22,Partner Y,Fuel,87.27,87,0,0.522
EDR_100745,Gold,2024-02-22,Partner X,Apparel,102.5,102,0,0.612
EDR_100247,Gold,2023-07-30,Partner Y,Fuel,114.82,114,200,1.884
EDR_101610,Gold,2023-12-24,Partner X,Electronics,268.0,268,1072,8.04
EDR_101434,Base,2023-07-02,Partner X,Home,153.22,153,0,0.918
EDR_101528,Gold,2023-06-16,Partner X,Apparel,21.8,21,84,0.63
EDR_101123,Gold,2024-05-10,Partner X,Home,114.44,114,0,0.684
EDR_100761,Base,2023-10-20,Partner Y,Fuel,59.52,59,0,0.354
EDR_101195,Gold,2024-05-14,Partner X,Electronics,56.6,56,224,1.68
EDR_101272,Silver,2024-02-27,Partner Y,Fuel,103.64,103,0,0.618
EDR_100226,Gold,2024-03-07,Partner X,Apparel,122.76,122,0,0.732
EDR_101107,Silver,2023-09-05,Partner X,Apparel,76.23,76,0,0.456
EDR_101553,Gold,2023-12-08,Partner X,Electronics,183.94,183,0,1.098
EDR_101594,Silver,2024-05-18,Partner Y,Fuel,55.78,55,0,0.33
EDR_101764,Base,2023-11-20,Partner X,Electronics,146.04,146,0,0.876
EDR_100051,Silver,2023-10-21,Partner Y,Fuel,70.11,70,0,0.42
EDR_100730,Base,2024-02-04,Partner X,Apparel,17.08,17,0,0.102
EDR_100806,Gold,2023-12-29,Partner X,Electronics,198.11,198,0,1.188
EDR_101396,Base,2023-08-16,Partner Y,Fuel,69.32,69,200,1.614
EDR_101885,Base,2024-05-24,Partner X,Apparel,216.45,216,864,6.48
EDR_101321,Base,2023-08-13,Partner X,Home,135.9,135,0,0.81
EDR_100871,Base,2023-10-07,Partner X,Apparel,121.96,121,0,0.726
EDR_101838,Gold,2024-03-21,Partner X,Apparel,129.2,129,0,0.774
EDR_100072,Base,2024-05-27,Partner Y,Fuel,57.13,57,0,0.342
EDR_101629,Base,2023-06-15,Partner Y,Fuel,55.65,55,200,1.53
EDR_101064,Base,2024-04-09,Partner Y,Fuel,59.59,59,0,0.354
EDR_101293,Silver,2024-03-18,Partner X,Home,174.92,174,0,1.044
EDR_100073,Gold,2024-02-05,Partner X,Home,116.91,116,0,0.696
EDR_100409,Base,2023-09-11,Partner Y,Fuel,92.82,92,0,0.552
EDR_100581,Gold,2023-08-24,Partner Y,Fuel,75.43,75,0,0.45
EDR_100172,Silver,2023-12-23,Partner Y,Fuel,62.1,62,0,0.372
EDR_101644,Base,2023-09-20,Partner X,Home,119.13,119,0,0.714
EDR_101852,Gold,2024-03-07,Partner Y,Fuel,120.28,120,0,0.72
EDR_101745,Base,2024-02-03,Partner Y,Fuel,52.96,52,0,0.312
EDR_100442,Base,2024-01-25,Partner X,Electronics,150.98,150,0,0.9
EDR_101401,Base,2023-06-19,Partner Y,Fuel,82.86,82,0,0.492
EDR_100043,Gold,2024-01-19,Partner X,Electronics,125.95,125,0,0.75
EDR_100713,Base,2023-08-01,Partner X,Home,173.28,173,0,1.038
EDR_101167,Silver,2023-12-09,Partner X,Apparel,72.74,72,0,0.432
EDR_101050,Gold,2023-07-22,Partner X,Apparel,102.46,102,0,0.612
EDR_101898,Base,2023-10-04,Partner Y,Fuel,68.61,68,200,1.608
EDR_101007,Gold,2024-03-14,Partner X,Home,110.5,110,440,3.3
EDR_101918,Base,2023-08-16,Partner Y,Fuel,63.0,63,0,0.378
EDR_100040,Base,2023-08-18,Partner Y,Fuel,89.88,89,0,0.534
EDR_101046,Base,2024-04-11,Partner X,Home,185.15,185,0,1.11
EDR_100145,Base,2024-01-03,Partner X,Electronics,179.12,179,0,1.074
EDR_101923,Base,2023-10-12,Partner X,Home,97.87,97,0,0.582
EDR_101935,Gold,2023-11-19,Partner Y,Fuel,98.27,98,200,1.788
EDR_101253,Base,2023-08-21,Partner Y,Fuel,58.0,58,0,0.348
EDR_100960,Base,2024-05-03,Partner Y,Fuel,102.0,102,0,0.612
EDR_100703,Base,2023-11-02,Partner X,Apparel,145.76,145,0,0.87
EDR_101068,Base,2023-11-09,Partner Y,Fuel,94.17,94,0,0.564
EDR_101061,Gold,2024-03-18,Partner Y,Fuel,114.04,114,0,0.684
EDR_101680,Base,2023-11-08,Partner Y,Fuel,91.3,91,0,0.546
EDR_100609,Silver,2023-06-15,Partner X,Apparel,164.06,164,0,0.984
EDR_101881,Gold,2024-02-14,Partner Y,Fuel,96.95,96,0,0.576
EDR_101512,Gold,2023-08-04,Partner X,Home,61.48,61,0,0.366
EDR_101579,Silver,2024-05-14,Partner Y,Fuel,73.32,73,0,0.438
EDR_100029,Base,2023-06-23,Partner X,Apparel,54.72,54,0,0.324
EDR_100328,Base,2024-05-14,Partner Y,Fuel,45.55,45,0,0.27
EDR_100620,Base,2023-08-16,Partner Y,Fuel,93.72,93,200,1.758
EDR_101793,Silver,2023-12-25,Partner Y,Fuel,131.41,131,0,0.786
EDR_100859,Base,2024-05-16,Partner Y,Fuel,57.79,57,200,1.542
EDR_100268,Base,2023-10-19,Partner Y,Fuel,82.64,82,0,0.492
EDR_101594,Silver,2023-07-18,Partner Y,Fuel,99.92,99,0,0.594
EDR_101028,Base,2024-01-23,Partner Y,Fuel,108.82,108,0,0.648
EDR_101207,Base,2023-10-05,Partner X,Electronics,82.95,82,328,2.46
EDR_100980,Base,2024-02-04,Partner X,Electronics,123.09,123,0,0.738
EDR_101466,Gold,2024-04-16,Partner Y,Fuel,72.15,72,200,1.632
EDR_101982,Base,2024-02-01,Partner Y,Fuel,92.87,92,0,0.552
EDR_101499,Gold,2024-05-18,Partner X,Home,24.14,24,0,0.144
EDR_100422,Base,2024-05-29,Partner Y,Fuel,77.0,77,0,0.462
EDR_101800,Gold,2023-11-12,Partner Y,Fuel,97.5,97,200,1.782
EDR_100329,Base,2023-08-21,Partner Y,Fuel,74.13,74,200,1.644
EDR_101271,Gold,2023-08-05,Partner X,Apparel,106.34,106,0,0.636
EDR_100534,Silver,2024-01-12,Partner X,Electronics,133.9,133,0,0.798
EDR_101506,Silver,2024-04-22,Partner X,Home,163.71,163,0,0.978
EDR_101568,Silver,2023-08-16,Partner X,Home,164.48,164,656,4.92
EDR_100728,Base,2023-12-08,Partner Y,Fuel,78.95,78,0,0.468
EDR_101386,Silver,2024-04-01,Partner X,Apparel,70.48,70,0,0.42
EDR_101204,Base,2023-06-03,Partner X,Home,167.02,167,0,1.002
EDR_101671,Gold,2023-06-13,Partner Y,Fuel,66.38,66,200,1.596
EDR_101122,Gold,2023-11-16,Partner Y,Fuel,58.2,58,0,0.348
EDR_101406,Gold,2023-09-25,Partner X,Apparel,160.01,160,0,0.96
EDR_100735,Gold,2024-05-14,Partner Y,Fuel,78.75,78,0,0.468
EDR_100321,Silver,2024-04-23,Partner Y,Fuel,57.2,57,0,0.342
EDR_100365,Base,2023-12-18,Partner X,Home,15.98,15,60,0.45
EDR_100221,Silver,2023-11-08,Partner Y,Fuel,43.98,43,200,1.458
EDR_101817,Silver,2024-02-16,Partner Y,Fuel,100.78,100,0,0.6
EDR_100251,Base,2024-05-15,Partner Y,Fuel,84.64,84,0,0.504
EDR_100141,Base,2024-04-27,Partner X,Apparel,134.64,134,0,0.804
EDR_101410,Base,2023-11-25,Partner Y,Fuel,72.21,72,0,0.432
EDR_100246,Base,2024-01-21,Partner Y,Fuel,109.25,109,200,1.854
EDR_100927,Silver,2024-02-18,Partner X,Electronics,65.93,65,0,0.39
EDR_101375,Gold,2023-09-20,Partner Y,Fuel,103.5,103,0,0.618
EDR_101448,Gold,2023-07-03,Partner Y,Fuel,101.23,101,0,0.606
EDR_101082,Base,2024-02-02,Partner Y,Fuel,61.15,61,0,0.366
EDR_100058,Base,2024-05-03,Partner Y,Fuel,74.76,74,0,0.444
EDR_100184,Base,2024-05-22,Partner Y,Fuel,51.86,51,0,0.306
EDR_101147,Silver,2024-03-19,Partner X,Home,167.53,167,0,1.002
EDR_100851,Silver,2024-05-20,Partner X,Apparel,157.86,157,0,0.942
EDR_101394,Base,2023-09-16,Partner X,Apparel,101.69,101,0,0.606
EDR_101868,Base,2024-03-23,Partner Y,Fuel,89.64,89,200,1.734
EDR_101645,Silver,2024-04-23,Partner Y,Fuel,84.02,84,200,1.704
